ID,Family name,Title,Personal name,Age,Department/Class,Passenger/Crew,Citizenship,Position,Status,City,Adult/Minor,Sex
573,NYBLOM,Mr.,Gustaf Adolf,29,Saloon,Passenger,Swedish,,,,Adult,Male
574,OBERLIN,Miss,Elise (maid to the Stephenses),,Saloon,Passenger,Swiss,,Single,Montreal,Adult,Female
575,ORR-LEWIS,Mr.,Frederick,49,Saloon,Passenger,British,,Married,Montreal,Adult,Male
576,OSBORNE,Mrs.,Alexander B. (Alexandra Mary Bryson),49,Saloon,Passenger,British,,,Hamilton,Adult,Female
577,OSBOURNE,Mrs.,T. O. (Ella),31,Saloon,Passenger,British,,,Glasgow,Adult,Female
578,PADILLA,Mr.,Frederico G.,34,Saloon,Passenger,Mexican,,,Liverpool,Adult,Male
579,PADLEY,Mrs.,Charles (Florence May Fry),23,Saloon,Passenger,British,,,Vancouver,Adult,Female
580,PAGE,Mr.,John Harvey,40,Saloon,Passenger,USA,,Married,New York,Adult,Male
581,PAPPADOPOULO,Mr.,Michael N.,43,Saloon,Passenger,Greek,,Married,Athens,Adult,Male
582,PAPPADOPOULO,Mrs.,Michael N. (Angela),32,Saloon,Passenger,Greek,,Married,Athens,Adult,Female
583,PARTRIDGE,Mr.,Frank E.,42,Saloon,Passenger,British,,Married,London,Adult,Male
584,PAYNTER,Mr.,Charles Edwin,63,Saloon,Passenger,British,,Married,Liverpool,Adult,Male
585,PAYNTER,Miss,Irene Emily,30,Saloon,Passenger,British,,Single,Liverpool,Adult,Female
586,PEARDON,Mr.,Franklin Arthur,35,Saloon,Passenger,British,,,Toronto,Adult,Male
587,PEARL,Master,Stuart Duncan Day,5,Saloon,Passenger,USA,,Single,New York,Minor,Male
588,PEARL,Miss,Audrey Warren,3,Saloon,Passenger,USA,,Single,New York,Infant,Female
589,PEARL,Surgeon-Major,"Frederic ""Frank"" Warren",46,Saloon,Passenger,USA,,Married,New York,Adult,Male
590,PEARL,Mrs.,Frederic Warren (Amy Lea Duncan),34,Saloon,Passenger,USA,,Married,New York,Adult,Female
591,PEARL,Miss,Susan Whitewright,1,Saloon,Passenger,USA,,Single,New York,Infant,Female
592,PEARL,Miss,Amy Whitewright Warren,2,Saloon,Passenger,USA,,Single,New York,Minor,Female
593,PEARSON,Dr.,Fred Stark,53,Saloon,Passenger,USA,,Married,New York,Adult,Male
594,PEARSON,Mrs.,Fred Stark (Mabel Ward),52,Saloon,Passenger,USA,,Married,New York,Adult,Female
595,PERKINS,Mr.,Edwin,41,Saloon,Passenger,British,,,,Adult,Male
596,PERRY,Mr.,Frederick John,25,Saloon,Passenger,British,,,Buffalo,Adult,Male
597,PERRY,Mr.,Albert Norriss,26,Saloon,Passenger,British,,,Buffalo,Adult,Male
598,PHILLIPS,Mr.,Wallace Banta,29,Saloon,Passenger,USA,,Single,Brooklyn,Adult,Male
599,PIERPOINT,Detective-Inspector,William John,51,Saloon,Passenger,British,,Married,Liverpool,Adult,Male
600,PIRIE,Mr.,Robinson,59,Saloon,Passenger,British,,Married,Hamilton,Adult,Male
601,PLAMONDON,Mr.,Charles Ambrose,59,Saloon,Passenger,USA,,Married,Chicago,Adult,Male
602,PLAMONDON,Mrs.,Charles Ambrose (Mary Letitia Mackin),58,Saloon,Passenger,USA,,Married,Chicago,Adult,Female
603,POLLARD,Mr.,Henry,30,Saloon,Passenger,British,,,Washington,Adult,Male
604,POPE,Miss,Theodate (Effie Brooks Pope),48,Saloon,Passenger,USA,,Single,Farmington,Adult,Female
605,POSEN,Mr.,Eugene Henry,41,Saloon,Passenger,British,,,New York,Adult,Male
606,POWELL,Mr.,George A.,55,Saloon,Passenger,British,,,Toronto,Adult,Male
607,RANKIN,Mr.,Robert,33,Saloon,Passenger,USA,,Married,Ithaca,Adult,Male
608,RATCLIFF,Mr.,Norman Albert,36,Saloon,Passenger,British,,,Gillingham,Adult,Male
609,RHYS-EVANS,Mr.,Arnold Leslie (secretary to Mr. Thomas),23,Saloon,Passenger,British,,,Cardiff,Adult,Male
610,ROBINSON,Mr.,Charles E. H.,54,Saloon,Passenger,USA,,Married,Philadephia,Adult,Male
611,ROBINSON,Mrs.,Charles E. H. (Prudence Mary Rose),59,Saloon,Passenger,USA,,Married,Philadephia,Adult,Female
612,ROBINSON,Miss,Miss Emily (maid to Miss Pope),,Saloon,Passenger,USA,,Single,Farmington,Adult,Female
613,ROGERS,Mr.,Percy William,46,Saloon,Passenger,British,,,Toronto,Adult,Male
614,ROGERS,Mr.,Frank Albert,34,Saloon,Passenger,British,,Married,Toronto,Adult,Male
615,ROGERS,Mrs.,Frank Albert (Agnes Bloor Hill),,Saloon,Passenger,British,,Married,Toronto,Adult,Female
616,RUMBLE,Mr.,Thomas Walter,27,Saloon,Passenger,British,,,Toronto,Adult,Male
617,RYERSON,Miss,Laura Mary,23,Saloon,Passenger,British,,,Toronto,Adult,Female
618,RYERSON,Mrs.,George Sterling (Mary Amelia Crowther),56,Saloon,Passenger,British,,,Toronto,Adult,Female
619,SCHWABACHER,Mr.,Leo M.,43,Saloon,Passenger,USA,,Divorced,Paris,Adult,Male
620,SCHWARCZ,Mr.,Max M.,51,Saloon,Passenger,USA,,Widowed,New York,Adult,Male
621,SCHWARTE,Mr.,Friedrich Wilhelm August,44,Saloon,Passenger,British,,,New York,Adult,Male
622,SCOTT,Captain,Alick John,29,Saloon,Passenger,British,,,Manila,Adult,Male
623,SECCOMBE,Mr.,Percy W.,20,Saloon,Passenger,USA,,Single,Petersborough,Adult,Male
624,SECCOMBE,Miss,Elizabeth Ann,38,Saloon,Passenger,British,,Single,Petersborough,Adult,Female
625,SHIELDS,Mr.,Victor E.,45,Saloon,Passenger,USA,,Married,Cincinnati,Adult,Male
626,SHIELDS,Mrs.,Victor E. (Retta Cohen),44,Saloon,Passenger,USA,,Married,Cincinnati,Adult,Female
627,SHYMER,Mrs.,Robert D. (Anne C. Justice Patterson),36,Saloon,Passenger,USA,,Married,New York,Adult,Female
628,SILVA,Mr.,Thomas James,26,Saloon,Passenger,USA,,,Thomasville,Adult,Male
629,SLIDELL,Mr.,M. Thomas,41,Saloon,Passenger,USA,,Married,New York,Adult,Male
630,SLINGSBY,Mr.,George (valet to Mr. Orr-Lewis),26,Saloon,Passenger,British,,Single,Montreal,Adult,Male
631,SMITH,Mrs.,John W. (Jessie Taft),39,Saloon,Passenger,USA,,Married,Braceville,Adult,Female
632,SONNEBORN,Mr.,Henry Becker,44,Saloon,Passenger,USA,,Single,Paris,Adult,Male
633,STACKHOUSE,Commander,Joseph Foster,41,Saloon,Passenger,British,,Married,London,Adult,Male
634,STAINTON,Mr.,William (valet to Mr. Frohman),36,Saloon,Passenger,USA,,Single,New York,Adult,Male
635,STEPHENS,Master,John Harrison Chattan,18,Saloon,Passenger,British,,Single,Montreal,Infant,Male
636,STEPHENS,Mrs.,George Washington (Frances Ramsey McIntosh),64,Saloon,Passenger,British,,Widowed,Montreal,Adult,Female
637,STEWART,Mr.,Duncan,52,Saloon,Passenger,British,,,Montreal,Adult,Male
638,STONE,Mr.,Herbert Stuart,43,Saloon,Passenger,USA,,Married,New York,Adult,Male
639,STRAUSS,Mr.,Julius,39,Saloon,Passenger,British,,,Hamilton,Adult,Male
640,STUART,Mr.,Alexander,,Saloon,Passenger,British,,Married,Germiston,Adult,Male
641,STURDY,Mr.,Charles Frederick,38,Saloon,Passenger,British,,,Montreal,Adult,Male
642,TAYLOR,Mr.,Richard Lionel,31,Saloon,Passenger,British,,,Montreal,Adult,Male
643,TESSON,Mr.,Frank B.,49,Saloon,Passenger,USA,,Married,Philadephia,Adult,Male
644,TESSON,Mrs.,Frank B. (Alice Lowe Atkins),60,Saloon,Passenger,USA,,Married,Philadephia,Adult,Female
645,THOMAS,Mr.,David Alfred,59,Saloon,Passenger,British,,Married,Cardiff,Adult,Male
646,THOMPSON,Mr.,Elbridge Blish,32,Saloon,Passenger,USA,,Married,Seymour,Adult,Male
647,THOMPSON,Mrs.,Elbridge Blish (Maude Robinson),32,Saloon,Passenger,USA,,Married,Seymour,Adult,Female
648,TIBERGHIEN,Mr.,Georges,32,Saloon,Passenger,French,,,,Adult,Male
649,TIMMIS,Mr.,Robert James,51,Saloon,Passenger,British,,,Gainesville,Adult,Male
650,TOOTAL,Mr.,Frederick Edward Owen,39,Saloon,Passenger,British,,,London,Adult,Male
651,TOWNLEY,Mr.,Ernest Ethelbert,56,Saloon,Passenger,British,,,Toronto,Adult,Male
652,TRUMBULL,Mr.,Isaac B.,38,Saloon,Passenger,USA,,,Bridgeport,Adult,Male
653,TURNER,Mr.,Scott,34,Saloon,Passenger,USA,,,Lansing,Adult,Male
654,TURTON,Mr.,George Henderson,45,Saloon,Passenger,British,,,Melbourne,Adult,Male
655,Van STRAATEN,Mr.,Martin,49,Saloon,Passenger,British,,,London,Adult,Male
656,VANDERBILT,Mr.,Alfred Gwynne,37,Saloon,Passenger,USA,,Married,New York,Adult,Male
657,VASSAR,Mr.,William Arthur Fisher,44,Saloon,Passenger,British,,,London,Adult,Male
658,VERNON,Mr.,"VERNON, Mr. George Ley Pearce (Butler) (George La Page) ",45,Saloon,Passenger,British,,Married,London,Adult,Male
659,WAITES,Miss,Martha Mattie Pinder (maid to the Burnsides),36,Saloon,Passenger,British,,Single,Toronto,Adult,Female
660,WAKEFIELD,Mrs.,Alfred (Alexander ?) Thomas (Mary Gertrude Smith),,Saloon,Passenger,British,,,Honolulu,Adult,Female
661,WALKER,Mr.,David (secretary to Dr. Pearson),32,Saloon,Passenger,USA,,,New York,Adult,Male
662,WALKER,Miss,Annie (maid to the Allans),30,Saloon,Passenger,British,,Single,Montreal,Adult,Female
663,WALLACE-WATSON,Mrs.,William (Florence Stancliffe),49,Saloon,Passenger,British,,Married,Montreal,Adult,Female
664,WATSON,Mrs.,Anthony (Katherine Elam),52,Saloon,Passenger,USA,,Married,,Adult,Female
665,WILLEY,Mrs.,Cameron (Catherine E. Dietrich),57,Saloon,Passenger,USA,,Divorced,Lake Forest,Adult,Female
666,WILLIAMS,Mr.,Thomas Henry,32,Saloon,Passenger,British,,,Liverpool,Adult,Male
667,WILLIAMSON,Mr.,Charles Francis,40,Saloon,Passenger,USA,,Engaged,Paris,Adult,Male
668,WINTER,Mr.,William Henry,28,Saloon,Passenger,British,,,Liverpool,Adult,Male
669,WITHERBEE,Master,"Alfred Scott, Jr.",3,Saloon,Passenger,USA,,Single,New York,Minor,Male
670,WITHERBEE,Mrs.,Alfred Scott (Beatrice Wilhemena Theodora LaTouche),24,Saloon,Passenger,USA,,Married,New York,Adult,Female
671,WITHINGTON,Mr.,Lothrop,56,Saloon,Passenger,USA,,Married,Newburyport,Adult,Male
672,WOOD,Mr.,"Arthur ""Al"" John",37,Saloon,Passenger,British,,,,Adult,Male
673,WRIGHT,Mr.,Robert Currie,54,Saloon,Passenger,USA,,Married,Cleveland,Adult,Male
674,WRIGHT,Mr.,Walter,,Saloon,Passenger,British,,,,Adult,Male
675,YOUNG,Mr.,James Mason,60,Saloon,Passenger,British,,Married,Hamilton,Adult,Male
676,YOUNG,Mrs.,James Mason (Georgina Ann Vernon),56,Saloon,Passenger,British,,Married,Hamilton,Adult,Female
677,YUNG,Mr.,Philippe Joseph,33,Saloon,Passenger,Belgian,,,Antwerp,Adult,Male
678,ABAS,Mrs.,Philip Robert (Beatrice Sanderson),26,Second,Passenger,British,,Married,New York,Adult,Female
679,ABAS,Miss,Beatrice,2,Second,Passenger,British,,Single,New York,Minor,Female
680,ABAS,Miss,Isabel,6,Second,Passenger,British,,Single,New York,Minor,Female
681,ABERCROMBY,Mr.,Ralph Frank,21,Second,Passenger,British,,,Cincinnati,Adult,Male
682,ABRAMOWITZ,Mr.,Samuel,36,Second,Passenger,Russian,,,Paris,Adult,Male
683,ACKROYD,Master,Frederick,3,Second,Passenger,British,,Single,Brooklyn,Minor,Male
684,ACKROYD,Mrs.,Hannah (Hannah Hardaker),,Second,Passenger,British,,Married,Brooklyn,Adult,Female
685,ADAMS,Mr.,Allan H.,42,Second,Passenger,British,,,Winnipeg,Adult,Male
686,ADAMS,Mrs.,Albert E. (Gertrude Pollett),25,Second,Passenger,British,,Married,Edmonton,Adult,Female
687,ADAMS,Miss,Joan M.,2,Second,Passenger,British,,Single,Edmonton,Minor,Female
688,AISTON,Mr.,Mr. Joseph,20,Second,Passenger,British,,,Brooklyn,Adult,Male
689,AITKEN,Miss,"Crissy ""Chrissie"" Nicol Marshall Lizzie Stark",16,Second,Passenger,British,,Single,Merritt,Minor,Female
690,AITKEN,Mr.,"James Jarvie, Sr.",31,Second,Passenger,British,,Widowed,Merritt,Adult,Male
691,AITKEN,Mr.,James,59,Second,Passenger,British,,Widowed,Merritt,Adult,Male
692,AITKEN,Master,"James Jarvie, Jr.",2,Second,Passenger,British,,Single,Merritt,Minor,Male
693,ALLEN,Mr.,John,,Second,Passenger,British,,,Philadelphia,Adult,Male
694,AMORY,Mrs.,Alfred Howard (Phoebe Sledge),65,Second,Passenger,British,,Married,Toronto,Adult,Female
695,ANDERSON,Mrs.,Rowland (Emily Mary Pybus),26,Second,Passenger,British,,Married,Bridgeport,Adult,Female
696,ANDERSON,Miss,Barbara Winifred,2,Second,Passenger,British,,Single,Bridgeport,Minor,Female
697,ANDERSON,Mrs.,George R. (Margaret Armstrong Scott),30,Second,Passenger,British,,,Pittsburgh,Adult,Female
698,ARMITAGE,Mrs.,Martin? (Florence Gertrude Burke Martin),27,Second,Passenger,British,,Married,New York,Adult,Female
699,ARNOTT,Mr.,Robert,,Second,Passenger,British,,,Kearney,Adult,Male
700,ARTER,Mr.,James Sydney,33,Second,Passenger,British,,,Seattle,Adult,Male
701,ARTHUR,Mr.,George Henry (Herbert?),,Second,Passenger,British,,,Minneapolis,Adult,Male
702,BAILEY,Mr.,Walter George (William),53,Second,Passenger,British,,Married,Nelson,Adult,Male
703,BAILEY,Mrs.,Walter George (Jessie Annie Hanford),45,Second,Passenger,British,,Married,Nelson,Adult,Female
704,BAILEY,Miss,Ivy,15,Second,Passenger,British,,Single,Nelson,Minor,Female
705,BAKER,Miss,Eva,,Second,Passenger,British,,,New York,Adult,Female
706,BANCROFT,Mr.,"William Blanchard, Jr.",27,Second,Passenger,USA,,Single,London,Adult,Male
707,BARBER,Miss,Constance,,Second,Passenger,British,,,Winnipeg,Adult,Female
708,BARBOUR,Miss,Bessie,,Second,Passenger,British,,,Victoria,Adult,Female
709,BARCHARD,Mr.,Edmund E.,39,Second,Passenger,British,,,Columbus,Adult,Male
710,BARKER,Mrs.,Thomas (Martha Ann Bullock),39,Second,Passenger,USA,,Married,Trenton,Adult,Female
711,BARKER,Miss,Winifred,9,Second,Passenger,USA,,Single,Trenton,Minor,Female
712,BARR,Mr.,James (John),,Second,Passenger,British,,,Toronto,Adult,Male
713,BARR,Mrs.,James (Catherine Symington Young),40,Second,Passenger,British,,Married,Toronto,Adult,Female
714,BARRETT,Miss,May,25,Second,Passenger,British,,Single,New York,Adult,Female
715,BARRY,Mr.,Edward,38,Second,Passenger,British,,,New York,Adult,Male
716,BARTLETT,Mr.,Edmund Thomas,56,Second,Passenger,British,,,New York,Adult,Male
717,BAXTER,Mr.,William,,Second,Passenger,British,,Married,Welland,Adult,Male
718,BAXTER,Master,William,6,Second,Passenger,British,,Single,Welland,Minor,Male
719,BAXTER,Mrs.,William (Annie E. Ripley),39,Second,Passenger,British,,Married,Welland,Adult,Female
720,BEATTIE,Mr.,Allan Martin,18,Second,Passenger,British,,Single,Winnipeg,Adult,Male
721,BEATTIE,Reverend,James Anderson,53,Second,Passenger,British,,Married,New York,Adult,Male
722,BEATTIE,Mrs.,James Anderson (Margaret White Dall),55,Second,Passenger,British,,Married,New York,Adult,Female
723,BEATTIE,Mrs.,John A. (Grace S.),,Second,Passenger,British,,Married,Winnipeg,Adult,Female
724,BEAUMONT,Mr.,James,,Second,Passenger,British,,,Winnipeg,Adult,Male
725,BILBROUGH,Mr.,George William,36,Second,Passenger,British,,,Smith Falls,Adult,Male
726,BINGHAM,Miss,Alice Winifred,35,Second,Passenger,British,,Single,Toronto,Adult,Female
727,BIRCHALL,Mr.,Henry,,Second,Passenger,British,,,Roslyn,Adult,Male
728,BIRD,Mrs.,Lyndon (Rose Holloway),36,Second,Passenger,British,,Married,,Adult,Female
729,BOOTH,Mr.,John,35,Second,Passenger,British,,,Alexandria,Adult,Male
730,BOOTH,Master,Nigel Frederick,8,Second,Passenger,British,,Single,Ottawa,Infant,Male
731,BOOTH,Mrs.,Charles Harry (Emily Eliza Hadfield) ,30,Second,Passenger,British,,Married,Ottawa,Adult,Female
732,BOOTH-JONES,Mr.,Edward,38,Second,Passenger,British,,Married,New York,Adult,Male
733,BOOTH-JONES,Master,Percival,4,Second,Passenger,British,,Single,New York,Minor,Male
734,BOOTH-JONES,Mrs.,Edward (Millichamp Jones),25,Second,Passenger,British,,Married,New York,Adult,Female
735,BOOTH-JONES,Miss,Ailsa Georgina,8,Second,Passenger,British,,Single,New York,Minor,Female
736,BOURKE,Mrs.,Mabel Juliet (Mabel Juliet Kegaad),,Second,Passenger,British,,Married,Winnipeg,Adult,Female
737,BOYD,Miss,Margaret L.,,Second,Passenger,British,,Single,Hamilton,Adult,Female
738,BRADDICK,Mr.,Sidral William,32,Second,Passenger,British,,,Minneapolis,Adult,Male
739,BRAMMER,Mrs.,Richard H. (Elizabeth Jane Bott),32,Second,Passenger,British,,Married,Trenton,Adult,Female
740,BRAMMER,Miss,Edith,8,Second,Passenger,British,,Single,Trenton,Minor,Female
741,BRETHERTON,Master,Paul,3,Second,Passenger,USA,,Single,Santa Monica,Minor,Male
742,BRETHERTON,Mrs.,Cyril Herbert Emanuel (Norah Annie Keating),32,Second,Passenger,USA,,Married,Santa Monica,Adult,Female
743,BRETHERTON,Miss,"Elizabeth ""Betty""",15,Second,Passenger,USA,,Single,Santa Monica,Infant,Female
744,BRILLY,Mr.,Louis,43,Second,Passenger,Italian,,Engaged,New York,Adult,Male
745,BROWN,Mr.,Daniel Taylor,43,Second,Passenger,British,,,Los Angeles,Adult,Male
746,BROWNLIE,Mr.,Thomas,,Second,Passenger,British,,Married,Freeport,Adult,Male
747,BROWNLIE,Mrs.,Thomas (Margaret McKennon),41,Second,Passenger,British,,Married,Freeport,Adult,Female
748,BRYCE,Mr.,Hugh B.,33,Second,Passenger,British,,Married,Syracuse,Adult,Male
749,BRYCE,Mrs.,Hugh B. (Annabelle Anderson),33,Second,Passenger,British,,Married,Syracuse,Adult,Female
750,BUCHANAN,Miss,Mary,30,Second,Passenger,British,,Single,Pottstown,Adult,Female
751,BULL,Mrs.,John Henry (Elizabeth Farrar),62,Second,Passenger,British,,Married,Hamilton,Adult,Female
752,BULLEN,Mr.,Henry Garnet,,Second,Passenger,British,,,Winnipeg,Adult,Male
753,BURDON,Master,Robert P.,14,Second,Passenger,British,,Single,Winnipeg,Infant,Male
754,BURDON,Mrs.,Andrew Thompson (Ellen Mary Rickwood),24,Second,Passenger,British,,Married,Winnipeg,Adult,Female
755,BURLEY,Mr.,Reuben,39,Second,Passenger,British,,Married,Hamilton,Adult,Male
756,BURLEY,Master,Reginald,,Second,Passenger,British,,Single,Hamilton,Infant,Male
757,BURLEY,Mrs.,Reuben (Florence Bull),38,Second,Passenger,British,,Married,Hamilton,Adult,Female
758,BURLEY,Miss,Doris Florence,9,Second,Passenger,British,,Single,Hamilton,Minor,Female
759,BUSVINE,Mr.,William Robert,34,Second,Passenger,British,,,New York,Adult,Male
760,BUTLER,Mr.,Thomas O'Brien,43,Second,Passenger,British,,,Ireland,Adult,Male
761,BUTLER,Mrs.,W. (Margaret),40,Second,Passenger,British,,Married,Manchester  ,Adult,Female
762,BUTTERS,Miss,Margaret,39,Second,Passenger,British,,Single,Toronto,Adult,Female
763,CALLAN,Mr.,Patrick,46,Second,Passenger,USA,,,Chicago,Adult,Male
764,CALTERBACK,Miss,Alice Margaret (Kaltenbach?),,Second,Passenger,British,,Single,Toronto,Adult,Female
765,CAMPBELL,Mr.,William,31,Second,Passenger,British,,Married,Chicago,Adult,Male
766,CAMPBELL,Mr.,Kennedy,,Second,Passenger,British,,,Boston,Adult,Male
767,CAMPBELL,Miss,Ada Mena,31,Second,Passenger,British,,Single,New York,Adult,Female
768,CAMPBELL,Mrs.,William (Amy E. Oliver),33,Second,Passenger,British,,Married,Chicago,Adult,Female
769,CAMPBELL,Miss,"Christina ""Tina"" Fraser",,Second,Passenger,British,,Single,Calgary,Adult,Female
770,CANDLISH,Mr.,Arthur,33,Second,Passenger,USA,,Married,Pawtucket,Adult,Male
771,CANDLISH,Mrs.,Arthur (Ellen Gardner),30,Second,Passenger,USA,,Married,Pawtucket,Adult,Female
772,CARSON,Miss,Henrietta,19,Second,Passenger,British,,Single,Sherbrooke,Adult,Female
773,CATHERWOOD,Mr.,John,41,Second,Passenger,USA,,Married,West Chester,Adult,Male
774,CATHERWOOD,Mrs.,John (Maria Carson),40,Second,Passenger,USA,,Married,West Chester,Adult,Female
775,CATTLEY,Mr.,Colin,,Second,Passenger,British,,,Edmonton,Adult,Male
776,CHALMERS,Mrs.,Adam (Blanche Gregory),,Second,Passenger,British,,Married,Winnipeg,Adult,Female
777,CHAMBERS,Mr.,Guy Winstaney P.,36,Second,Passenger,British,,Married,Boston,Adult,Male
778,CHAMBERS,Mrs.,Guy Winstaney P. (Ethel Paul),30,Second,Passenger,British,,Married,Boston,Adult,Female
779,CHANTRY,Mr.,Harold,22,Second,Passenger,British,,Married,Nelson,Adult,Male
780,CHANTRY,Mrs.,Harold (Mina),21,Second,Passenger,British,,Married,Nelson,Adult,Female
781,CHANTRY,Miss,Elizabeth Ellen,3,Second,Passenger,British,,Single,Nelson,Infant,Female
782,CHARLES,Miss,Eleanor,,Second,Passenger,British,,Single,New York,Adult,Female
783,CHATT,Miss,Anna,,Second,Passenger,British,,Single,New York,Adult,Female
784,CHIRGWIN,Master,Richard,,Second,Passenger,British,,Single,Havana,Infant,Male
785,CHIRGWIN,Mrs.,Frederick (Maud Gertrude Cox),31,Second,Passenger,British,,Married,Havana,Adult,Female
786,CLARKE,Mrs.,Francis William (Nore),,Second,Passenger,British,,Married,Toronto,Adult,Female
787,CLAY,Miss,Elizabeth Alice,44,Second,Passenger,British,,Single,San Francisco,Adult,Female
788,CLAYTON,Mr.,William,,Second,Passenger,British,,Married,Vancouver,Adult,Male
789,CLAYTON,Mrs.,William (?),,Second,Passenger,British,,Married,Vancouver,Adult,Female
790,COCKBURN,Mr.,Guy Rosebery,31,Second,Passenger,British,,,Pasadena,Adult,Male
791,COLBERT,Mr.,William F.,51,Second,Passenger,British,,Married,New York,Adult,Male
792,COLBERT,Mrs.,William F. (Helena M. Sherlock),45,Second,Passenger,British,,Married,New York,Adult,Female
793,COLEMAN,Miss,Susan,22,Second,Passenger,British,,Single,Brooklyn,Adult,Female
794,COLLIS,Mr.,Edwin Martin,38,Second,Passenger,USA,,,Riverside,Adult,Male
795,CONDON,Mrs.,Terrence (Delia Josephine Doyle),28,Second,Passenger,USA,,Married,New York,Adult,Female
796,COSTELLO,Miss,Mary,,Second,Passenger,British,,Single,New York,Adult,Female
797,COWPER,Mr.,Ernest Sedgwick,32,Second,Passenger,British,,Single,Toronto,Adult,Male
798,COX,Master,Desmond Francis,17,Second,Passenger,British,,Single,Winnipeg,Infant,Male
799,COX,Mrs.,Samuel J. (Margaret Elizabeth Robinson),27,Second,Passenger,British,,Married,Winnipeg,Adult,Female
800,CRITCHISON,Mr.,Stanley Lascelles,31,Second,Passenger,British,,Married,Hamilton,Adult,Male
801,CRITCHISON,Master,Bernard,13,Second,Passenger,British,,Single,Hamilton,Infant,Male
802,CRITCHISON,Mrs.,Stanley Lascelles (Lilian Hayes),,Second,Passenger,British,,Married,Hamilton,Adult,Female
803,CROSBY,Miss,Ellen,36,Second,Passenger,British,,Single,Vancouver,Adult,Female
804,CROSBY,Miss,Annie,,Second,Passenger,British,,Single,Vancouver,Adult,Female
805,CROSSLEY,Mr.,Cyrus,37,Second,Passenger,British,,Married,Toronto,Adult,Male
806,CROSSLEY,Mrs.,Cyrus (Sylvia Ellen Milsom),34,Second,Passenger,British,,Married,Toronto,Adult,Female
807,DALE,Mr.,William,31,Second,Passenger,British,,,Toronto,Adult,Male
808,DALRYMPLE,Mr.,David,32,Second,Passenger,British,,,Hoboken,Adult,Male
809,DAVIES,Mr.,George F.,43,Second,Passenger,British,,,,Adult,Male
810,DAVIS,Mrs.,Anna (Anna John),52,Second,Passenger,USA,,Married,Welland,Adult,Female
811,De BROISSIERRE,Mr.,Etienne T.,,Second,Passenger,Belgian,,,San Francisco,Adult,Male
812,DEWHURST,Mr.,William,,Second,Passenger,British,,,Fall River,Adult,Male
813,DINGLEY,Mrs.,Edward (Katherine S. Glenn),40,Second,Passenger,British,,Married,New York,Adult,Female
814,DIXON,Mr.,Arthur,,Second,Passenger,British,,Married,England,Adult,Male
815,DIXON,Master,Stanley,6,Second,Passenger,British,,Single,England,Minor,Male
816,DIXON,Mrs.,Arthur (Bertha),,Second,Passenger,British,,Married,England,Adult,Female
817,DOCHERTY,Master,"Thomas William, Jr.",2,Second,Passenger,USA,,Single,New York,Infant,Male
818,DOCHERTY,Mrs.,"William (Mabel ""Millie"" Irving)",29,Second,Passenger,USA,,Married,New York,Adult,Female
819,DODD,Miss,Dorothy,,Second,Passenger,British,,Single,Edmonton,Adult,Female
820,DOLPHIN,Miss,Avis Gertrude,12,Second,Passenger,British,,Single,St  Thomas,Minor,Female
821,DONAHUE,Miss,Sarah,35,Second,Passenger,British,,Single,Boston,Adult,Female
822,DONALD,Mr.,Archibald Douglas,26,Second,Passenger,British,,Single,Cambridge,Adult,Male
823,DUGUID,Mr.,George Davie,,Second,Passenger,British,,,Toronto,Adult,Male
824,DUNCAN,Mrs.,Robert (Ellen Reid),,Second,Passenger,British,,Married,Montréal,Adult,Female
825,DYER,Mr.,Robert,47,Second,Passenger,USA,,,Pittsburgh,Adult,Male
826,EGANA,Mr.,Vincente,19,Second,Passenger,Spanish,,,New York,Adult,Male
827,EHRHARDT,Mr.,Herbert W.,21,Second,Passenger,British,,Single,Toronto,Adult,Male
828,ELLIOT,Mr.,Arthur W.,30,Second,Passenger,British,,Married,Calgary,Adult,Male
829,ELLIOT,Mrs.,Arthur W. (Annie Louise),25,Second,Passenger,British,,Married,Calgary,Adult,Female
830,ELLIS,Mr.,Herbert,45,Second,Passenger,British,,,,Adult,Male
831,ELLIS,Mr.,John,,Second,Passenger,British,,,Edmonton,Adult,Male
832,ELLIS,Miss,Hilda,,Second,Passenger,British,,Single,St  Thomas,Adult,Female
833,EWART,Mr.,Robert James,36,Second,Passenger,USA,,Single,Brooklyn,Adult,Male
834,EXLEY,Miss,Ida,19,Second,Passenger,British,,Single,North Braintree,Adult,Female
835,FENTIMAN,Miss,Nellie,33,Second,Passenger,British,,Single,Manchester,Adult,Female
836,FERGUSON,Mr.,John,49,Second,Passenger,USA,,Single,New York,Adult,Male
837,FERRIER,Mr.,Alexander Hubert Buxton,33,Second,Passenger,British,,Married,Penticton,Adult,Male
838,FERRIER,Mrs.,Alexander Hubert Buxton (Mary Beata Elizabeth Hayter Stevens),21,Second,Passenger,British,,Married,Penticton,Adult,Female
839,FERRIER,Miss,Sheila,13,Second,Passenger,British,,Single,Penticton,Infant,Female
840,FINCH,Mrs.,William (Eva Eliza),29,Second,Passenger,British,,Married,Toronto,Adult,Female
841,FISH,Mrs.,"Joseph ""John E."" (Sarah Mary Rogers, sister of Elizabeth Rogers)",,Second,Passenger,British,,Married,Toronto,Adult,Female
842,FISH,Miss,Marion Enid,8,Second,Passenger,British,,Single,Toronto,Minor,Female
843,FISH,Miss,Sadie Eileen,10,Second,Passenger,British,,Single,Toronto,Minor,Female
